Publisher,Author,Grade Level,Lesson No.,Section Title,Subsection,Label,Conversation ID,Speech type,Turn No.,Speaker,Script,Word Count,Position_A,Function_A,Position_B,Function_B,Consistency,Agreement,corpus
Cheonjae,Kang,Common English 1,4,Communicate on Topic,Listen and Express A,B1,SK_C1_L4_CT_LA_01,Dialogue,5,G,Absolutely! We can start with our own community. I'm sure we can come up with some ideas that will make our city more eco-friendly.,,,,,,,,textbook
Cheonjae,Kang,Common English 1,4,Communicate on Topic,Listen and Express A,B1,SK_C1_L4_CT_LA_01,Dialogue,6,B,"Then, we can try suggesting them to the city government.",,,,,,,,textbook
Cheonjae,Kang,Common English 1,4,Communicate on Topic,Listen and Express A,B1,SK_C1_L4_CT_LA_01,Dialogue,7,G,Sounds great! How about encouraging our classmates to join us? More people means more ideas.,,,,,,,,textbook
Cheonjae,Kang,Common English 1,4,Communicate on Topic,Listen and Express A,B1,SK_C1_L4_CT_LA_01,Dialogue,8,B,Okay. Let's post a message on the class website.,,,,,,,,textbook
Cheonjae,Kang,Common English 1,4,Communicate on Topic,Listen and Express B,B1,SK_C1_L4_CT_LB_01,Dialogue,1,M,"Hello, thank you for calling City Hall. This is Steve Kim speaking. How may I help you?",,,,,,,,textbook
Cheonjae,Kang,Common English 1,4,Communicate on Topic,Listen and Express B,B1,SK_C1_L4_CT_LB_01,Dialogue,2,G,"Hello, Mr. Kim. My name is Stella Bailey, and I'm attending Norweech High School. I was wondering if you could help me find some volunteer work for the city.",,,,,,,,textbook
Cheonjae,Kang,Common English 1,4,Communicate on Topic,Listen and Express B,B1,SK_C1_L4_CT_LB_01,Dialogue,3,M,"Sure! I'd be happy to help you, Stella! What kind of work are you interested in?",,,,,,,,textbook
Cheonjae,Kang,Common English 1,4,Communicate on Topic,Listen and Express B,B1,SK_C1_L4_CT_LB_01,Dialogue,4,G,I'm interested in environmental issues. Do you have any suggestions?,,,,,,,,textbook
Cheonjae,Kang,Common English 1,4,Communicate on Topic,Listen and Express B,B1,SK_C1_L4_CT_LB_01,Dialogue,5,M,What about joining the Urban Garden campaign?,,,,,,,,textbook
Cheonjae,Kang,Common English 1,4,Communicate on Topic,Listen and Express B,B1,SK_C1_L4_CT_LB_01,Dialogue,6,G,That sounds interesting. Could you tell me more about it?,,,,,,,,textbook
Cheonjae,Kang,Common English 1,4,Communicate on Topic,Listen and Express B,B1,SK_C1_L4_CT_LB_01,Dialogue,7,M,It's a campaign where local students come together to create small gardens in urban spaces. It helps make the city greener.,,,,,,,,textbook
Cheonjae,Kang,Common English 1,4,Communicate on Topic,Listen and Express B,B1,SK_C1_L4_CT_LB_01,Dialogue,8,G,That's a great way to support our community. How can I join the campaign?,,,,,,,,textbook
Cheonjae,Kang,Common English 1,4,Communicate on Topic,Listen and Express B,B1,SK_C1_L4_CT_LB_01,Dialogue,9,M,You can sign up on the City Hall website.,,,,,,,,textbook
Cheonjae,Kang,Common English 1,4,Communicate on Topic,Listen and Express B,B1,SK_C1_L4_CT_LB_01,Dialogue,10,G,Great. Do I need any experience or special skills to participate?,,,,,,,,textbook
Cheonjae,Kang,Common English 1,4,Communicate on Topic,Listen and Express B,B1,SK_C1_L4_CT_LB_01,Dialogue,11,M,Not at all. The campaign is open to anyone who wants to help. We'll provide you with everything you'll need.,,,,,,,,textbook
Cheonjae,Kang,Common English 1,4,Communicate on Topic,Listen and Express B,B1,SK_C1_L4_CT_LB_01,Dialogue,12,G,That's cool! I'm really excited to get involved and make a positive impact in the community. Thank you for your help.,,,,,,,,textbook
Cheonjae,Kang,Common English 1,4,Communicate on Topic,Listen and Express B,B1,SK_C1_L4_CT_LB_01,Dialogue,13,M,My pleasure! I'm glad to be of help.,,,,,,,,textbook
Cheonjae,Kang,Common English 1,4,Wrap Up ,1,B1,SK_C1_L4_WU_Q1_01,Dialogue,1,W,"The weather has been strange lately, hasn't it? ",,,,,,,,textbook
Cheonjae,Kang,Common English 1,4,Wrap Up ,1,B1,SK_C1_L4_WU_Q1_01,Dialogue,2,M,You're right. I've heard that it's snowing in areas where it's never snowed before.,,,,,,,,textbook
Cheonjae,Kang,Common English 1,4,Wrap Up ,1,B1,SK_C1_L4_WU_Q1_01,Dialogue,3,W,"Oh, I'm sure that it's a sign of climate change.",,,,,,,,textbook
Cheonjae,Kang,Common English 1,4,Wrap Up ,1,B1,SK_C1_L4_WU_Q1_01,Dialogue,4,M,That's worrying. Is there anything we can do to help slow down climate change?,,,,,,,,textbook
Cheonjae,Kang,Common English 1,4,Wrap Up ,1,B1,SK_C1_L4_WU_Q1_01,Dialogue,5,W,"How about starting with small things? For example, bring your own cup everywhere you go. That'll reduce the use of plastic.",,,,,,,,textbook
Cheonjae,Kang,Common English 2,1,Communicate on Topic,Listen and Express A,B2,SK_C2_L1_CT_LA_01,Dialogue,1,W,"Hi, Tom. Are you all right?",,,,,,,,textbook
Cheonjae,Kang,Common English 2,1,Communicate on Topic,Listen and Express A,B2,SK_C2_L1_CT_LA_01,Dialogue,2,M,I had trouble sleeping last night. I ended up staying up all night.,,,,,,,,textbook
Cheonjae,Kang,Common English 2,1,Communicate on Topic,Listen and Express A,B2,SK_C2_L1_CT_LA_01,Dialogue,3,W,You must be really tired!,,,,,,,,textbook
Cheonjae,Kang,Common English 2,1,Communicate on Topic,Listen and Express A,B2,SK_C2_L1_CT_LA_01,Dialogue,4,M,"Yeah, I'm exhausted.",,,,,,,,textbook
Cheonjae,Kang,Common English 2,1,Communicate on Topic,Listen and Express A,B2,SK_C2_L1_CT_LA_01,Dialogue,5,W,What happened?,,,,,,,,textbook
Cheonjae,Kang,Common English 2,1,Communicate on Topic,Listen and Express A,B2,SK_C2_L1_CT_LA_01,Dialogue,6,M,"There was a mosquito in my room buzzing all night. I tried everything to get rid of it, but it kept getting away.",,UI,T1,UI,T1,match,T1,textbook
Cheonjae,Kang,Common English 2,1,Communicate on Topic,Listen and Express A,B2,SK_C2_L1_CT_LA_01,Dialogue,7,W,"Oh, no! Did it bite you a lot?",,,,,,,,textbook
Cheonjae,Kang,Common English 2,1,Communicate on Topic,Listen and Express A,B2,SK_C2_L1_CT_LA_01,Dialogue,8,M,"Yeah, the bites itch so much that I can't stop scratching them.",,,,,,,,textbook
Cheonjae,Kang,Common English 2,1,Communicate on Topic,Listen and Express A,B2,SK_C2_L1_CT_LA_01,Dialogue,9,W,I know how you feel. Why don't you try using a mosquito net tonight?,,,,,,,,textbook
Cheonjae,Kang,Common English 2,1,Communicate on Topic,Listen and Express A,B2,SK_C2_L1_CT_LA_01,Dialogue,10,M,Maybe I should.,,,,,,,,textbook
Cheonjae,Kang,Common English 2,1,Wrap Up ,1,B2,SK_C2_L1_WU_Q1_01,Dialogue,1,M,Why the long face?,,,,,,,,textbook
Cheonjae,Kang,Common English 2,1,Wrap Up ,1,B2,SK_C2_L1_WU_Q1_01,Dialogue,2,W,My dog is sick. I'm worried about him.,,,,,,,,textbook
Cheonjae,Kang,Common English 2,1,Wrap Up ,1,B2,SK_C2_L1_WU_Q1_01,Dialogue,3,M,What's wrong with him?,,,,,,,,textbook
Cheonjae,Kang,Common English 2,1,Wrap Up ,1,B2,SK_C2_L1_WU_Q1_01,Dialogue,4,W,"He's not eating at all. I've tried everything to cheer him up, but it's no use.",,UI,T1,UI,T1,match,T1,textbook
Cheonjae,Kang,Common English 2,2,Communicate on Topic,Listen and Express A,B2,SK_C2_L2_CT_LA_01,Dialogue,1,B,"Hi, Jia. What are you doing?",,,,,,,,textbook
Cheonjae,Kang,Common English 2,2,Communicate on Topic,Listen and Express A,B2,SK_C2_L2_CT_LA_01,Dialogue,2,G,"Hey, David. I'm finalizing my script for the English speech contest.",,,,,,,,textbook
Cheonjae,Kang,Common English 2,2,Communicate on Topic,Listen and Express A,B2,SK_C2_L2_CT_LA_01,Dialogue,3,B,Did you write it all by yourself? It must have been really difficult.,,,,,,,,textbook
Cheonjae,Kang,Common English 2,2,Communicate on Topic,Listen and Express A,B2,SK_C2_L2_CT_LA_01,Dialogue,4,G,"I wrote the first draft. Then, I got some feedback from a writing assistant app. ",,,,,,,,textbook
Cheonjae,Kang,Common English 2,2,Communicate on Topic,Listen and Express A,B2,SK_C2_L2_CT_LA_01,Dialogue,5,B,A writing assistant app? Can you tell me how to use it?,,,,,,,,textbook
Cheonjae,Kang,Common English 2,2,Communicate on Topic,Listen and Express A,B2,SK_C2_L2_CT_LA_01,Dialogue,6,G,"All you need to do is type your writing in the app. It reviews your writing by checking things like your spelling and grammar, and then it suggests ways to correct them.",,,,,,,,textbook
Cheonjae,Kang,Common English 2,2,Communicate on Topic,Listen and Express A,B2,SK_C2_L2_CT_LA_01,Dialogue,7,B,That's amazing! That will be really helpful when you don't have anyone to check your writing for you. ,,,,,,,,textbook
Cheonjae,Kang,Common English 2,2,Communicate on Topic,Listen and Express A,B2,SK_C2_L2_CT_LA_01,Dialogue,8,G,"I know, right? After using it to fix the mistakes in my script, I feel more confident about giving my speech.",,,,,,,,textbook
Cheonjae,Kang,Common English 2,2,Communicate on Topic,Listen and Express B,B2,SK_C2_L2_CT_LB_01,Dialogue,1,M,"Look, Amy. I got these postcards of Leonardo da Vinci's paintings from the National Art Museum yesterday.",,,,,,,,textbook
Cheonjae,Kang,Common English 2,2,Communicate on Topic,Listen and Express B,B2,SK_C2_L2_CT_LB_01,Dialogue,2,W,"The National Art Museum? Oh, they're having the Leonardo da Vinci exhibition. Did you enjoy it?",,,,,,,,textbook
Cheonjae,Kang,Common English 2,2,Communicate on Topic,Listen and Express B,B2,SK_C2_L2_CT_LB_01,Dialogue,3,M,"Very much. They also had a new AR docent tour program, which was really interesting. ",,,,,,,,textbook
Cheonjae,Kang,Common English 2,2,Communicate on Topic,Listen and Express B,B2,SK_C2_L2_CT_LB_01,Dialogue,4,W,What is that about?,,,,,,,,textbook
Cheonjae,Kang,Common English 2,2,Communicate on Topic,Listen and Express B,B2,SK_C2_L2_CT_LB_01,Dialogue,5,M,"It gives you information on artwork using AR technology. For example, if you scan a painting with an app, it can show you a 3D version of it.",,,,,,,,textbook
Cheonjae,Kang,Common English 2,2,Communicate on Topic,Listen and Express B,B2,SK_C2_L2_CT_LB_01,Dialogue,6,W,That's pretty neat!,,,,,,,,textbook
Cheonjae,Kang,Common English 2,2,Communicate on Topic,Listen and Express B,B2,SK_C2_L2_CT_LB_01,Dialogue,7,M,It can also provide a narration by a digital version of the artist.,,,,,,,,textbook
Cheonjae,Kang,Common English 2,2,Communicate on Topic,Listen and Express B,B2,SK_C2_L2_CT_LB_01,Dialogue,8,W,"That must be exciting. How nice would it be if future technology, like a time machine, could let us talk with Leonardo da Vinci in person?",,,,,,,,textbook
Cheonjae,Kang,Common English 2,2,Communicate on Topic,Listen and Express B,B2,SK_C2_L2_CT_LB_01,Dialogue,9,M,"Yeah. Then, I wish I could go back in time to 1503.",,,,,,,,textbook
Cheonjae,Kang,Common English 2,2,Communicate on Topic,Listen and Express B,B2,SK_C2_L2_CT_LB_01,Dialogue,10,W,Why? What happened in 1503? ,,,,,,,,textbook
Cheonjae,Kang,Common English 2,2,Communicate on Topic,Listen and Express B,B2,SK_C2_L2_CT_LB_01,Dialogue,11,M,"That's the year he began painting the Mona Lisa, my favorite painting. I could ask him about the actual emotion of the model he wanted to capture.",,,,,,,,textbook
Cheonjae,Kang,Common English 2,2,Communicate on Topic,Listen and Express B,B2,SK_C2_L2_CT_LB_01,Dialogue,12,W,Who knows? Maybe time travel will be a reality in the future. Let's keep our fingers crossed.,,,,,,,,textbook
Cheonjae,Kang,Common English 2,2,Wrap Up ,1,B2,SK_C2_L2_WU_Q1_01,Dialogue,1,G,What are those on your desk? ,,,,,,,,textbook
Cheonjae,Kang,Common English 2,2,Wrap Up ,1,B2,SK_C2_L2_WU_Q1_01,Dialogue,2,B,"Oh, these are my very first chocolate cookies. I baked them in a cooking class. ",,,,,,,,textbook
Cheonjae,Kang,Common English 2,2,Wrap Up ,1,B2,SK_C2_L2_WU_Q1_01,Dialogue,3,G,You definitely have some talent for baking! They look really good.,,,,,,,,textbook
Cheonjae,Kang,Common English 2,2,Wrap Up ,1,B2,SK_C2_L2_WU_Q1_01,Dialogue,4,B,Would you like some? I'm sure you will like them.,,,,,,,,textbook
Cheonjae,Kang,Common English 2,3,Communicate on Topic,Listen and Express A,B2,SK_C2_L3_CT_LA_01,Dialogue,1,M,Welcome to The Taco Truck. How are you today?,,,,,,,,textbook
Cheonjae,Kang,Common English 2,3,Communicate on Topic,Listen and Express A,B2,SK_C2_L3_CT_LA_01,Dialogue,2,W,Hi. I'm having a wonderful time here! It's my first time at the World Food Festival.,,,,,,,,textbook
Cheonjae,Kang,Common English 2,3,Communicate on Topic,Listen and Express A,B2,SK_C2_L3_CT_LA_01,Dialogue,3,M,"Oh, is it? It's a good thing that the city holds this exciting event every year.",,,,,,,,textbook
Cheonjae,Kang,Common English 2,3,Communicate on Topic,Listen and Express A,B2,SK_C2_L3_CT_LA_01,Dialogue,4,W,Yes. I'm surprised at the variety of people and foods. So what do you have here?,,,,,,,,textbook
Cheonjae,Kang,Common English 2,3,Communicate on Topic,Listen and Express A,B2,SK_C2_L3_CT_LA_01,Dialogue,5,M,"Here at The Taco Truck, we serve all sorts of Mexican food. Would you like a taco?",,,,,,,,textbook
Cheonjae,Kang,Common English 2,3,Communicate on Topic,Listen and Express A,B2,SK_C2_L3_CT_LA_01,Dialogue,6,W,"Yes, please.",,,,,,,,textbook
Cheonjae,Kang,Common English 2,3,Communicate on Topic,Listen and Express A,B2,SK_C2_L3_CT_LA_01,Dialogue,7,M,"Which one? Beef, chicken, pork, or fish?",,,,,,,,textbook
Cheonjae,Kang,Common English 2,3,Communicate on Topic,Listen and Express A,B2,SK_C2_L3_CT_LA_01,Dialogue,8,W,"Fish, please.",,,,,,,,textbook
Cheonjae,Kang,Common English 2,3,Communicate on Topic,Listen and Express A,B2,SK_C2_L3_CT_LA_01,Dialogue,9,M,Would you like some sauce?,,,,,,,,textbook
Cheonjae,Kang,Common English 2,3,Communicate on Topic,Listen and Express A,B2,SK_C2_L3_CT_LA_01,Dialogue,10,W,Yes. I'll have the mild sauce.,,,,,,,,textbook
Cheonjae,Kang,Common English 2,3,Communicate on Topic,Listen and Express A,B2,SK_C2_L3_CT_LA_01,Dialogue,11,M,"Okay, here you are. Can I get you something to drink?",,,,,,,,textbook
Cheonjae,Kang,Common English 2,3,Communicate on Topic,Listen and Express A,B2,SK_C2_L3_CT_LA_01,Dialogue,12,W,I'd like orange juice.,,,,,,,,textbook
Cheonjae,Kang,Common English 2,3,Communicate on Topic,Listen and Express A,B2,SK_C2_L3_CT_LA_01,Dialogue,13,M,Sure thing!,,,,,,,,textbook
Cheonjae,Kang,Common English 2,3,Communicate on Topic,Listen and Express B,B2,SK_C2_L3_CT_LB_01,Dialogue,1,M,"There are so many flavors to choose from. Oh, they are offering two flavors at a discount.",,,,,,,,textbook
Cheonjae,Kang,Common English 2,3,Communicate on Topic,Listen and Express B,B2,SK_C2_L3_CT_LB_01,Dialogue,2,W,"Hmm, I prefer strawberry to mint chocolate chip. Which do you like better?",,,,,,,,textbook
Cheonjae,Kang,Common English 2,3,Communicate on Topic,Listen and Express B,B2,SK_C2_L3_CT_LB_01,Dialogue,3,M,"Between the two, I'd go for mint chocolate chip.",,,,,,,,textbook
Cheonjae,Kang,Common English 2,3,Communicate on Topic,Listen and Express B,B2,SK_C2_L3_CT_LB_01,Dialogue,4,W,"All right, but don't you think mint chocolate chip ice cream tastes like toothpaste?",,UI,I1,UI,I1,match,I1,textbook
Cheonjae,Kang,Common English 2,3,Communicate on Topic,Listen and Express B,B2,SK_C2_L3_CT_LB_01,Dialogue,5,M,"I used to feel that way, too, but over time I began to enjoy it.",,UI,T2,UI,T1,mismatch,T2,textbook
Cheonjae,Kang,Common English 2,3,Communicate on Topic,Listen and Express B,B2,SK_C2_L3_CT_LB_01,Dialogue,6,W,Really? Has your taste changed?,,,,,,,,textbook
Cheonjae,Kang,Common English 2,3,Communicate on Topic,Listen and Express B,B2,SK_C2_L3_CT_LB_01,Dialogue,7,M,"Believe it or not, it has. Now, I enjoy the fascinating combination of the bitterness of chocolate with the cooling sensation of mint.",,,,,,,,textbook
Cheonjae,Kang,Common English 2,3,Communicate on Topic,Listen and Express B,B2,SK_C2_L3_CT_LB_01,Dialogue,8,W,"Come to think of it, I had a similar experience with Hawaiian pizza.",,,,,,,,textbook
Cheonjae,Kang,Common English 2,3,Communicate on Topic,Listen and Express B,B2,SK_C2_L3_CT_LB_01,Dialogue,9,M,But that's your favorite pizza! Didn't you always like it?,,TI,T1,TI,T1,match,T1,textbook
Cheonjae,Kang,Common English 2,3,Communicate on Topic,Listen and Express B,B2,SK_C2_L3_CT_LB_01,Dialogue,10,W,"No. Before, I couldn't understand why some people enjoyed putting warm pineapple on pizza, but now I like it more than any other pizza.",,UI,T2,UI,T1,mismatch,T2,textbook
Cheonjae,Kang,Common English 2,3,Communicate on Topic,Listen and Express B,B2,SK_C2_L3_CT_LB_01,Dialogue,11,M,I know what you mean. Our tastes can really change over time.,,,,,,,,textbook
Cheonjae,Kang,Common English 2,3,Wrap Up ,1,B2,SK_C2_L3_WU_Q1_01,Dialogue,1,G,What are those on your desk?,,,,,,,,textbook
Cheonjae,Kang,Common English 2,3,Wrap Up ,1,B2,SK_C2_L3_WU_Q1_01,Dialogue,2,B,"Oh, these are my very first chocolate cookies. I baked them in a cooking class.",,,,,,,,textbook
Cheonjae,Kang,Common English 2,3,Wrap Up ,1,B2,SK_C2_L3_WU_Q1_01,Dialogue,3,G,You definitely have some talent for baking! They look really good.,,,,,,,,textbook
Cheonjae,Kang,Common English 2,3,Wrap Up ,1,B2,SK_C2_L3_WU_Q1_01,Dialogue,4,B,Would you like some? I'm sure you will like them.,,,,,,,,textbook
Cheonjae,Kang,Common English 2,4,Communicate on Topic,Listen and Express A,B2,SK_C2_L4_CT_LA_01,Dialogue,1,M,Who are these people in this photo?,,,,,,,,textbook
Cheonjae,Kang,Common English 2,4,Communicate on Topic,Listen and Express A,B2,SK_C2_L4_CT_LA_01,Dialogue,2,W,"They're Nora dancers who I met on my last vacation. I saw their performance when I went to Thailand. Have you ever seen Nora, the traditional Thai dance?",,,,,,,,textbook
Cheonjae,Kang,Common English 2,4,Communicate on Topic,Listen and Express A,B2,SK_C2_L4_CT_LA_01,Dialogue,3,M,"No, I haven't. Can you tell me more about it?",,,,,,,,textbook
Cheonjae,Kang,Common English 2,4,Communicate on Topic,Listen and Express A,B2,SK_C2_L4_CT_LA_01,Dialogue,4,W,It's a form of traditional dance drama from Thailand. The performers act out old Thai stories through singing and dancing.,,,,,,,,textbook
Cheonjae,Kang,Common English 2,4,Communicate on Topic,Listen and Express A,B2,SK_C2_L4_CT_LA_01,Dialogue,5,M,I see. These people are wearing colorful costumes. They look so unique. ,,,,,,,,textbook
Cheonjae,Kang,Common English 2,4,Communicate on Topic,Listen and Express A,B2,SK_C2_L4_CT_LA_01,Dialogue,6,W,The dancing and costumes were fantastic! I was highly impressed by the performance.,,,,,,,,textbook
Cheonjae,Kang,Common English 2,4,Communicate on Topic,Listen and Express A,B2,SK_C2_L4_CT_LA_01,Dialogue,7,M,I'd love to see a Nora performance someday.,,,,,,,,textbook
Cheonjae,Kang,Common English 2,4,Communicate on Topic,Listen and Express A,B2,SK_C2_L4_CT_LA_01,Dialogue,8,W,You should definitely see one if you have a chance.,,,,,,,,textbook
Cheonjae,Kang,Common English 2,4,Communicate on Topic,Listen and Express B,B2,SK_C2_L4_CT_LB_01,Dialogue,1,W,You look busy. What are you doing?,,,,,,,,textbook
Cheonjae,Kang,Common English 2,4,Communicate on Topic,Listen and Express B,B2,SK_C2_L4_CT_LB_01,Dialogue,2,M,I'm checking out some classes offered at Bukchon Hanok Village in Seoul.,,,,,,,,textbook
Cheonjae,Kang,Common English 2,4,Communicate on Topic,Listen and Express B,B2,SK_C2_L4_CT_LB_01,Dialogue,3,W,I've been there before. There are a lot of traditional Korean houses. So they offer classes?,,,,,,,,textbook
Cheonjae,Kang,Common English 2,4,Communicate on Topic,Listen and Express B,B2,SK_C2_L4_CT_LB_01,Dialogue,4,M,Yeah. I'm thinking of taking a class on Korean traditions.,,,,,,,,textbook
Cheonjae,Kang,Common English 2,4,Communicate on Topic,Listen and Express B,B2,SK_C2_L4_CT_LB_01,Dialogue,5,W,That sounds good. What class are you interested in?,,,,,,,,textbook
Cheonjae,Kang,Common English 2,4,Communicate on Topic,Listen and Express B,B2,SK_C2_L4_CT_LB_01,Dialogue,6,M,I'm interested in a minhwa painting class. Minhwa is traditional Korean folk art.,,,,,,,,textbook
Cheonjae,Kang,Common English 2,4,Communicate on Topic,Listen and Express B,B2,SK_C2_L4_CT_LB_01,Dialogue,7,W,"Oh, I've seen some minhwa paintings online. They looked so unique. What do you have to do to take a class?",,,,,,,,textbook
Cheonjae,Kang,Common English 2,4,Communicate on Topic,Listen and Express B,B2,SK_C2_L4_CT_LB_01,Dialogue,8,M,All I need to do is register for the class on the website. Do you want to take the class with me?,,,,,,,,textbook
Cheonjae,Kang,Common English 2,4,Communicate on Topic,Listen and Express B,B2,SK_C2_L4_CT_LB_01,Dialogue,9,W,Sure. I like painting.,,,,,,,,textbook
Cheonjae,Kang,Common English 2,4,Communicate on Topic,Listen and Express B,B2,SK_C2_L4_CT_LB_01,Dialogue,10,M,"Me, too. And I heard that you can find symbols with special meanings in minhwa.",,,,,,,,textbook
Cheonjae,Kang,Common English 2,4,Communicate on Topic,Listen and Express B,B2,SK_C2_L4_CT_LB_01,Dialogue,11,W,It'll be exciting to find out what those symbols mean.,,,,,,,,textbook
Cheonjae,Kang,Common English 2,4,Communicate on Topic,Listen and Express B,B2,SK_C2_L4_CT_LB_01,Dialogue,12,M,All right. Let's sign up for the class together.,,,,,,,,textbook
Cheonjae,Kang,Common English 2,4,Wrap Up ,1,B2,SK_C2_L4_WU_Q1_01,Dialogue,1,G,What are those on your desk?,,,,,,,,textbook
Cheonjae,Kang,Common English 2,4,Wrap Up ,1,B2,SK_C2_L4_WU_Q1_01,Dialogue,2,B,"Oh, these are my very first chocolate cookies. I baked them in a cooking class.",,,,,,,,textbook
Cheonjae,Kang,Common English 2,4,Wrap Up ,1,B2,SK_C2_L4_WU_Q1_01,Dialogue,3,G,You definitely have some talent for baking! They look really good.,,,,,,,,textbook
Cheonjae,Kang,Common English 2,4,Wrap Up ,1,B2,SK_C2_L4_WU_Q1_01,Dialogue,4,B,Would you like some? I'm sure you will like them.,,,,,,,,textbook
Cheonjae,Jo,Common English 2,1,Communicate,Get Ready,A2,SJ_C2_L1_CM_GR_01,Dialogue,1,B, I'm going to Jeju Island for my vacation.,,,,,,,,textbook
Cheonjae,Jo,Common English 2,1,Communicate,Get Ready,A2,SJ_C2_L1_CM_GR_02,Dialogue,2,G, That sounds great. What are you looking forward to the most?,,,,,,,,textbook
Cheonjae,Jo,Common English 2,1,Communicate,Get Ready,A2,SJ_C2_L1_CM_GR_03,Dialogue,3,B, I'm looking forward to swimming in the sea.,,,,,,,,textbook
Cheonjae,Jo,Common English 2,1,Communicate,Get Ready,A2,SJ_C2_L1_CM_GR_04,Dialogue,4,G, That'll be fun. But the sun is strong. Don't forget to take some sunscreen.,,UI,T4,UI,T4,match,T4,textbook
Cheonjae,Jo,Common English 2,1,Communicate,Get Ready,A2,SJ_C2_L1_CM_GR_02,Dialogue,1,G," I want to travel abroad this winter, but I'm not sure where to go. Do you have any suggestions?",,UI,T1,UI,T1,match,T1,textbook
Cheonjae,Jo,Common English 2,1,Communicate,Get Ready,A2,SJ_C2_L1_CM_GR_02,Dialogue,2,B," Which do you like better, cities or nature?",,,,,,,,textbook
Cheonjae,Jo,Common English 2,1,Communicate,Get Ready,A2,SJ_C2_L1_CM_GR_02,Dialogue,3,G, I prefer big cities to nature.,,,,,,,,textbook
Cheonjae,Jo,Common English 2,1,Communicate,Get Ready,A2,SJ_C2_L1_CM_GR_02,Dialogue,4,B," Then, you'll love New York City.",,,,,,,,textbook
Cheonjae,Jo,Common English 2,1,Communicate,Listen and Do ,A2,SJ_C2_L1_CM_LD_01,Dialogue,1,B," Suji, do you have any plans for the weekend?",,,,,,,,textbook
Cheonjae,Jo,Common English 2,1,Communicate,Listen and Do ,A2,SJ_C2_L1_CM_LD_01,Dialogue,2,G, I'm planning on going camping.,,,,,,,,textbook
Cheonjae,Jo,Common English 2,1,Communicate,Listen and Do ,A2,SJ_C2_L1_CM_LD_01,Dialogue,3,B, That sounds fun. Who are you going with?,,,,,,,,textbook
Cheonjae,Jo,Common English 2,1,Communicate,Listen and Do ,A2,SJ_C2_L1_CM_LD_01,Dialogue,4,G, I'm going with my family.,,,,,,,,textbook
Cheonjae,Jo,Common English 2,1,Communicate,Listen and Do ,A2,SJ_C2_L1_CM_LD_01,Dialogue,5,B, Did you prepare everything you need?,,,,,,,,textbook
Cheonjae,Jo,Common English 2,1,Communicate,Listen and Do ,A2,SJ_C2_L1_CM_LD_01,Dialogue,6,G, I packed some snacks and clothes. Do I need anything else?,,,,,,,,textbook
Cheonjae,Jo,Common English 2,1,Communicate,Listen and Do ,A2,SJ_C2_L1_CM_LD_01,Dialogue,7,B, Don't forget to bring a lantern. You will surely need it at night.,,,,,,,,textbook
Cheonjae,Jo,Common English 2,1,Communicate,Listen and Do ,A2,SJ_C2_L1_CM_LD_01,Dialogue,8,G," Oh, right! I hadn't thought of that. Thank you.",,,,,,,,textbook
Cheonjae,Jo,Common English 2,1,Communicate,Listen and Do ,A2,SJ_C2_L1_CM_LD_02,Dialogue,1,B1," Minho, look at this travel personality test.",,,,,,,,textbook
Cheonjae,Jo,Common English 2,1,Communicate,Listen and Do ,A2,SJ_C2_L1_CM_LD_02,Dialogue,2,B2," That looks interesting, Ben. Let's take it together.",,,,,,,,textbook
Cheonjae,Jo,Common English 2,1,Communicate,Listen and Do ,A2,SJ_C2_L1_CM_LD_02,Dialogue,3,B1, Sure. The first question. Do you prefer traveling alone or in a group?,,,,,,,,textbook
Cheonjae,Jo,Common English 2,1,Communicate,Listen and Do ,A2,SJ_C2_L1_CM_LD_02,Dialogue,4,B2, I prefer traveling in a group to traveling alone. How about you?,,,,,,,,textbook
Cheonjae,Jo,Common English 2,1,Communicate,Listen and Do ,A2,SJ_C2_L1_CM_LD_02,Dialogue,5,B1," Me, too. It's always better to have friends.",,,,,,,,textbook
Cheonjae,Jo,Common English 2,1,Communicate,Listen and Do ,A2,SJ_C2_L1_CM_LD_02,Dialogue,6,B2, Let's move on to the next question. Do you prefer a tightly scheduled trip?,,,,,,,,textbook
Cheonjae,Jo,Common English 2,1,Communicate,Listen and Do ,A2,SJ_C2_L1_CM_LD_02,Dialogue,7,B1, I prefer a loosely scheduled one. Tight schedules can actually ruin a trip.,,,,,,,,textbook
Cheonjae,Jo,Common English 2,1,Communicate,Listen and Do ,A2,SJ_C2_L1_CM_LD_02,Dialogue,8,B2, I agree. I can have more flexibility with a loose schedule.,,,,,,,,textbook
Cheonjae,Jo,Common English 2,1,Communicate,Listen and Do ,A2,SJ_C2_L1_CM_LD_02,Dialogue,9,B1," Since we have so much in common, you and I could be great travel mates! ",,,,,,,,textbook
Cheonjae,Jo,Common English 2,1,Communicate,Listen and Speak,A2,SJ_C2_L1_CM_LS_01,Dialogue,1,G, How should we get to our field trip location tomorrow morning?,,,,,,,,textbook
Cheonjae,Jo,Common English 2,1,Communicate,Listen and Speak,A2,SJ_C2_L1_CM_LS_01,Dialogue,2,B, We can either take a bus or the subway. Which one do you prefer? ,,,,,,,,textbook
Cheonjae,Jo,Common English 2,1,Communicate,Listen and Speak,A2,SJ_C2_L1_CM_LS_01,Dialogue,3,G, I prefer to take the subway. There will be a lot of traffic during rush hour.,,,,,,,,textbook
