speaker,script,position1,function1,position2,function2,match,agreement
,Elaine's mess is still a mess ⌈ in there ⌉ . ,,,,,,
*JACK:,                              ⌊ Yeah ⌋ . ,,,,,,
*JULI:,(..) But I'm gonna get her a tack trunk (.) ⌈2 of some kind for ⌉2 her birthday &=ex . ,TI,T4,TI,T4,MATCH,
*GARY:,                                            ⌊2 Looks nice ⌋2 . ,,,,,,
*GARY:,&{l=P That looks nice &}l=P . ,,,,,,
*JACK:,This rubber (..) bit right here is Canso's bridle . ,,,,,,
*JULI:,(.) M⌈hm ⌉ . ,,,,,,
*JACK:,     ⌊ We got it out ⌋ ⌈2 XXX XX ⌉2 . ,,,,,,
*GARY:,     ⌊ See ⌋ ,,,,,,
,                     ⌊2 this is a real barn ⌋2 Matt . ,,,,,,
*GARY:,(..) Our barn isn't real . ,,,,,,
*GARY:,This is +... ,,,,,,
*JACK:,&=laugh ⌈ &=laugh ⌉ . ,,,,,,
*GARY:,        ⌊ &{l=P This is ⌋ a real barn &}l=P . ,,,,,,
*JACK:,(.) How many horses do you have . ,,,,,,
*GARY:,&=in Two . ,,,,,,
*JACK:,(..) ⌈ Two ⌉ . ,,,,,,
*JULI:,     ⌊ &=laugh &=ex &=laugh &=laugh ⌋ ⌈2 &=laugh &=laugh ⌉2 . ,,,,,,
*JACK:,                                      ⌊2 Oh ⌋2 . ,,,,,,
*JACK:,yeah . ,,,,,,
*JULI:,(..) Well . ,,,,,,
*GARY:,(.) ⌈ &{l=X this one is a &}l=X ⌉ +... ,,,,,,
*JULI:,    ⌊ I bought this ⌋ ⌈2 place for the ba⌉2rn . ,,,,,,
*JACK:,                      ⌊2 I'm sure ⌋2 +... ,,,,,,
*JULI:,(..) And ⌈3 the lo⌉3cation . ,,,,,,
*JACK:,         ⌊3 Yeah ⌋3 . ,,,,,,
*JULI:,⌈4 Not for ⌉4 the house . ,,,,,,
*GARY:,⌊4 XX ⌋4 . ,,,,,,
*JULI:,The house is a piece of garbage ,,,,,,
,but ,UI,T1,UI,T1,MATCH,
,&=in you know I'm getting attached to it . ,,,,,,
*JACK:,&=in ⌈ The inside is starting to look nice . ,,,,,,
*JULI:,     ⌊ The only thing that was done well on that house . ,,,,,,
*JACK:,because you're decorating it ⌉ . ,,,,,,
*JULI:,was the masonry work ⌋ though . ,,,,,,
*JULI:,Hm ? ,,,,,,
*JACK:,It's starting to look nice on the in⌈side ⌉ . ,,,,,,
*JULI:,                                    ⌊ Yeah ⌋ . ,,,,,,
*JULI:,&=in (.) Is it +/. ,,,,,,
*JULI:,Do you have enough time to br- +/. ,,,,,,
*JULI:,ʔuh run me by the vet clinic ,,,,,,
,before we go pick up my truck ,,,,,,
,because (.) they close at ⌈ five thirty ⌉ . ,,,,,,
*JACK:,                          ⌊ I'm fine ⌋ . ,,,,,,
*JULI:,(..) Okay . ,,,,,,
*JACK:,As long as ⌈ I can ⌉ +... ,,,,,,
*JULI:,           ⌊ And I've got ⌋ ta pick up ,,,,,,
,I've got to give uh Shiba her shots . ,,,,,,
*JULI:,And (.) he ordered the vaccine and it's in ,,,,,,
,(..) &=ex &=lengthened . ,,,,,,
*GARY:,(.) ⌈ Saw ⌉ dust . ,,,,,,
*JACK:,    ⌊ &{l=X Come on &}l=X ⌋ . ,,,,,,
*GARY:,(.) or (.) shavings I guess . ,,,,,,
*JULI:,⌈ Unhunh ⌉ . ,,,,,,
*GARY:,⌊ XX ⌋ . ,,,,,,
*JACK:,⌊ Hey would you mind ⌋ turning off the lights for me . ,,,,,,
*JULI:,(..) Yeah . ,,,,,,
*JULI:,(..) Who's i- +/. ,,,,,,
*JULI:,(..) Who's in there . ,,,,,,
*JACK:,(..) ⌈ &=GASP ⌉ . ,,,,,,
*JULI:,     ⌊ I for⌋got that horse was in there . ,,,,,,
*JACK:,Aw &=ex &=in . ,,,,,,
*JULI:,⌈ Oh: no: ⌉ . ,,,,,,
*JACK:,⌊ No: ⌋ . ,,,,,,
*JULI:,&{l=X Who's in that stall &}l=X . ,,,,,,
*JULI:,Imagine that . ,,,,,,
*JULI:,(..) Hi De:b . ,,,,,,
*JACK:,&{l=X Hello &}l=X . ,,,,,,
*DEB:,(..) Hi: . ,,,,,,
*JULI:,(..) &=in Jackie's gonna ⌈ run me down to get my truck real ⌉ quick . ,,,,,,
*JACK:,                         ⌊ What kind XXXX ⌋ . ,,,,,,
*JULI:,(.) So I'll be back . ,,,,,,
*JULI:,(..) Can I leave my dog with you ? ,,,,,,
*DEB:,(..) Sure . ,,,,,,
*JULI:,(..) ⌈ Look ⌉ look . ,,,,,,
*JACK:,     ⌊ &=laugh &=ex ⌋ ,,,,,,
,No [% laugh] . ,,,,,,
*JULI:,(..) Yeah I know . ,,,,,,
*DEB:,(..) &{l=X Fits right in &}l=X . ,,,,,,
*JULI:,(..) Yeah okay . ,,,,,,
*JULI:,Try it out ,,,,,,
,I'll be back shortly . ,,,,MATCH,42,
@End,,,,,UNMATCH,14,
